Document Name,Location,Category 1 (Mandatory),Category 2 (Optional),Category 3 (Optional)
14-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
15-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
17-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
21-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
22-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
24-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
25-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
26-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
27-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
28-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
29-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
30-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
31-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
33-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
34-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
35-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
36-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
37-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
39-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
40-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
42-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
43-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
44-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
45-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
48-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
49-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
50-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
51-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
52-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
53-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
54-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
55-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
56-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
57-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
58-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
59-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
60-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
61-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
62-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
63-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
64-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
65-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
67-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
68-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
69-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
70-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
73-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
75-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
76-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
77-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
78-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
79-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
80-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
81-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
83-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
86-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
87-with_attachments-publicconsultation_0.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
88-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
90-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
91-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
92-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
94-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
96-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
98-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
99-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
100-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
101-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
1-publiconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
2-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
3-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,
Pilot Process Report - Draft Aged Care Quality Standards and Guidance -Word.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material,Draft Guidance Material,Report,
Pilot Process Report - Draft Aged Care Quality Standards and Guidance.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material,Draft Guidance Material,Report,
plug-in_report_-_consumer_consultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material,Draft Guidance Material,Report,
lets_talk_about_quality_updated9feb2016.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Handbooks,Handbook,Quality and Safety,
the_way_we_manage_quality_and_safety_strengthening_risk.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Handbooks,Handbook,Quality and Safety,
lets_talk_about_quality_discussion_paper_updated_1_september_2015.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Handbooks,Handbook,Quality and Safety,
lets_talk_about_quality_forums_presentation_slides.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Handbooks,Handbook,Quality and Safety,
2018-December-Quality-Standard-newsletter_0.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Newsletters,Newsletter,,
2018-October-Quality-Standard-newsletter.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Newsletters,Newsletter,,
aacqa_nous_report_accessible_version.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA NOUS Report,NOUS Report,,
aacqa_response_to_nous_report.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA NOUS Report,NOUS Report,,
aged_care_guild_-_feedback_aacqa_self-assessment.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
aged_care_guild_-_feedback_aacqa_self-assessment.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
aged_care_sector_committee_feedback_table.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
aged_care_sector_committee_feedback_table.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
catholic_health_australia_-_feedback_aacqa_self-assessment.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
catholic_health_australia_-_feedback_aacqa_self-assessment.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
dementia_australia_-_feedback_aacqa_self-assessment.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
dementia_australia_-_feedback_aacqa_self-assessment.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
national_lgbti_health_alliance_-_feedback_aacqa_self-assessment.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
national_lgbti_health_alliance_-_feedback_aacqa_self-assessment.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
national_seniors_australia_-_feedback_aacqa_self-assessment.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
national_seniors_australia_-_feedback_aacqa_self-assessment.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
Quality Agency Regulator Performance - self-assessment report 2015-16 v2.2_20161026 Validated .pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Report,
2017-18 Aged Care Sector Committee Feedback.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Feedback,
2017-18 Regulator Performance Report.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Report,
aacqa_regulator_performance_self-assessment_report_2016-17.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Self Assessment,Self Assessment,Report,
standard_guidance_reference_group_communique_2.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_2.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_3.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_3.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_4.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_4.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_5.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_5.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_7.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_7_-word.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidancereferencegroupcommunique_6.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standardguidancereferencegroupcommunique6.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standardguidancereferencegroupcommunique8.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standardguidancereferencegroupcommunique8.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
Standards Guidance Reference Group Membership -PDF.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,,
Standards Guidance Reference Group Membership.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,,
communique_9_sgrg_for_website.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_1.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
standard_guidance_reference_group_communique_1.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Standards Guidance Reference Group,Standards Guidance Reference Group,Communique,
aacqa_statement_of_expectation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Statements,Statements ,,
aacqa_statement_of_intent_2015-16.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Statements,Statements ,,
mou_-_complaints_commissioner_and_quality_agency_june_2018.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\Memorandum of Understanding,Memorandum of Understanding,,
La Trobe Literature review final report 9 March 2018 PDF.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency),Report,Quality and Safety,
la_trobe_analysis_of_cer_data.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency),Report,Consumer Experience,
report_on_review_of_infection_control_in_residential_aged_care_in_australia_april_2018.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency),Report,Medical,
PUBLICATION NTA HammondCare_Miranda.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation\HammondCare - Miranda,Accreditation,HammondCare – Miranda,
publication_nta_minda_nursing_home.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation\Minda Nursing Home,Accreditation,Minda Nursing Home,
Newmarch House Notice to agree.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation\Newmarch House,Accreditation,Newmarch House,
St Elizabeth Home - Notice to agree.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation\St Elizabeth Home,Accreditation,St Elizabeth Home,
PUBLICATION NTA St Vincent's Care Services Heathcote.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation\St Vincent’s Care Services Heathcote,Accreditation,St Vincent’s Care Services Heathcote,
accreditation_standards_fact_sheet_updated.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation,Accreditation,Fact sheet,
Existing_Approved_Provider _Application for approval to provide aged care_052020.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation,Accreditation,Application Document,
Government_Organisation_form.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation,Accreditation,Application Document,
guide_to_assessment_of_chsp_services.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation,Accreditation,Application Document,
information_sheet_for_providers_-_initial_documents_requested.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation,Accreditation,Application Document,
New_applicant_Application for approval to provide aged care_052020.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation,Accreditation,Application Document,
notification_of_a_material_change.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation,Accreditation,Application Document,
Service Compliance Ratings - high level factsheet for providers_0.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation,Accreditation,Fact sheet,
Service Compliance Ratings - high level factsheet for providers_0.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Accreditation,Accreditation,Fact sheet,
standards_storyboard_User-guide_Word.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
Standards_Storyboards_Overview.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
storyboard-dignity-of-risk_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
storyboard-open_disclosure_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
storyboard-quality-standards_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
storyboard-standard_1_hr_0.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
storyboard-standard_2_HR_v2.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
storyboard-standard_3_hr_0.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
storyboard-standard_4_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
storyboard-standard_5_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
storyboard-standard_6_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
storyboard-standard_7_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
