,Document Name,Location,Category 1 (Mandatory),Category 2 (Optional),Category 3 (Optional),path
139,13-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
140,14-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
141,15-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
142,17-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
143,21-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
144,22-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
145,24-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
146,25-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
147,26-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
148,27-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
149,28-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
150,29-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
151,30-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
152,31-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
153,33-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
154,34-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
155,35-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
156,36-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
157,37-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
158,39-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
159,40-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
160,42-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
161,43-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
162,44-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
163,45-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
164,48-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
165,49-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
166,50-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
167,51-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
168,52-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
169,53-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
170,54-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
171,55-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
172,56-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
173,57-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
174,58-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
175,59-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
176,60-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
177,61-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
178,62-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
179,63-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
180,64-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
181,65-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
182,67-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
183,68-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
184,69-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
185,70-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
186,73-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
187,75-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
188,76-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
189,77-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
190,78-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
191,79-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
192,80-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
193,81-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
194,83-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
195,86-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
196,87-with_attachments-publicconsultation_0.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
197,88-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
198,90-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
199,91-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
200,92-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
201,94-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
202,96-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
203,98-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
204,99-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
205,100-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
206,101-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
207,1-publiconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
208,2-with_attachments-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
209,3-publicconsultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material\Feedback,Draft Guidance Material,Feedback,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material', 'Feedback']"
210,Pilot Process Report - Draft Aged Care Quality Standards and Guidance -Word.docx,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material,Draft Guidance Material,Report,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material']"
211,Pilot Process Report - Draft Aged Care Quality Standards and Guidance.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material,Draft Guidance Material,Report,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material']"
212,plug-in_report_-_consumer_consultation.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Draft Guidance Material,Draft Guidance Material,Report,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Draft Guidance Material']"
213,lets_talk_about_quality_updated9feb2016.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Handbooks,Handbook,Quality and Safety,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Handbooks']"
214,the_way_we_manage_quality_and_safety_strengthening_risk.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Handbooks,Handbook,Quality and Safety,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Handbooks']"
215,lets_talk_about_quality_discussion_paper_updated_1_september_2015.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Handbooks,Handbook,Quality and Safety,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Handbooks']"
216,lets_talk_about_quality_forums_presentation_slides.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Handbooks,Handbook,Quality and Safety,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Handbooks']"
217,2018-December-Quality-Standard-newsletter_0.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Newsletters,Newsletter,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Newsletters']"
218,2018-October-Quality-Standard-newsletter.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA Newsletters,Newsletter,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA Newsletters']"
219,aacqa_nous_report_accessible_version.pdf,C:\Users\classifier-admin\Desktop\Data\AACQA (Australian Aged Care Quality Agency)\AACQA NOUS Report,NOUS Report,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'AACQA (Australian Aged Care Quality Agency)', 'AACQA NOUS Report']"
